CHROM	POS	N_ALLELES	N_CHR	p1	p2	pop
chr13	122645	2	32	1	0	BT
chr13	125218	2	24	0	1	BT
chr13	148131	2	26	0	1	BT
chr13	149549	2	28	0.321429	0.678571	BT
chr13	149553	2	28	0.321429	0.678571	BT
chr13	149556	2	28	0.321429	0.678571	BT
chr13	150030	2	28	0.0714286	0.928571	BT
chr13	152756	2	32	0.53125	0.46875	BT
chr13	152774	2	32	1	0	BT
chr14	5045	2	32	0.53125	0.46875	BT
chr14	5074	2	32	1	0	BT
chr14	5656	2	24	0	1	BT
chr14	8614	2	28	0	1	BT
chr14	26594	2	32	0.125	0.875	BT
chr14	27040	2	32	0.15625	0.84375	BT
chr14	33232	2	26	0.0769231	0.923077	BT
chr14	33238	2	26	0	1	BT
chr14	33549	2	30	0	1	BT
chr14	40259	2	18	0.777778	0.222222	BT
chr14	40280	2	18	0.833333	0.166667	BT
chr14	56640	2	30	0	1	BT
chr14	58202	2	28	0.357143	0.642857	BT
chr14	59390	2	26	1	0	BT
chr14	62541	2	32	0.5625	0.4375	BT
chr14	62542	2	32	0.625	0.375	BT
chr14	62885	2	30	0.233333	0.766667	BT
chr14	64327	2	30	0.166667	0.833333	BT
chr14	71813	2	32	0.5625	0.4375	BT
chr14	75943	2	26	0	1	BT
chr14	76071	2	30	0	1	BT
chr14	85580	2	22	0.227273	0.772727	BT
chr14	87448	2	32	0.375	0.625	BT
chr14	87453	2	32	0	1	BT
chr14	87938	2	26	0.923077	0.0769231	BT
chr14	90176	2	30	1	0	BT
chr14	90717	2	32	0	1	BT
chr14	96512	2	30	0	1	BT
chr14	101320	2	20	0.95	0.05	BT
chr14	113132	2	24	0.708333	0.291667	BT
chr14	118951	2	30	0.0333333	0.966667	BT
chr14	118974	2	30	1	0	BT
chr14	119416	2	32	0	1	BT
chr14	123022	2	24	1	0	BT
chr14	124017	2	28	0	1	BT
chr14	130240	2	26	0	1	BT
chr14	138632	2	30	0	1	BT
chr14	143610	2	30	0.366667	0.633333	BT
chr14	146675	2	24	0	1	BT
chr14	148125	2	30	1	0	BT
chr15	8686	2	28	0	1	BT
chr15	19371	2	32	0	1	BT
chr15	25348	2	28	0	1	BT
chr15	33857	2	32	0	1	BT
chr15	38811	2	30	0.533333	0.466667	BT
chr15	38813	2	30	0.566667	0.433333	BT
chr15	38815	2	30	0.533333	0.466667	BT
chr15	42681	2	32	0	1	BT
chr15	47464	2	28	0.642857	0.357143	BT
chr15	54844	2	30	0.9	0.1	BT
chr15	59443	2	24	0.583333	0.416667	BT
chr15	81198	2	32	0.75	0.25	BT
chr15	86116	2	24	0	1	BT
chr15	86122	2	24	1	0	BT
chr15	86646	2	28	0.964286	0.0357143	BT
chr15	89130	2	32	0	1	BT
chr15	91497	2	30	0.1	0.9	BT
chr15	91653	2	26	0	1	BT
chr15	97447	2	28	0	1	BT
chr15	97448	2	28	0	1	BT
chr15	103606	2	30	0	1	BT
chr15	106866	2	26	0	1	BT
chr15	116092	2	30	0.9	0.1	BT
chr15	124713	2	26	0.230769	0.769231	BT
chr15	127191	2	28	1	0	BT
chr15	128367	2	30	0.5	0.5	BT
chr15	128374	2	30	0.866667	0.133333	BT
chr15	131745	2	24	0	1	BT
chr15	143248	2	30	0.933333	0.0666667	BT
chr15	143276	2	30	0.933333	0.0666667	BT
chr15	145326	2	30	0.333333	0.666667	BT
chr15	148432	2	28	0	1	BT
chr15	149194	2	22	0	1	BT
chr15	149693	2	30	0.1	0.9	BT
chr15	149718	2	30	0.3	0.7	BT
chr16	9546	2	28	0.928571	0.0714286	BT
chr16	9572	2	28	1	0	BT
chr16	13022	2	28	0.0714286	0.928571	BT
chr16	22146	2	30	0.133333	0.866667	BT
chr16	33560	2	24	0.25	0.75	BT
chr16	33570	2	24	1	0	BT
chr16	34313	2	26	1	0	BT
chr16	34316	2	26	0	1	BT
chr16	34857	2	28	0	1	BT
chr16	41816	2	26	0.807692	0.192308	BT
chr16	41822	2	26	0.961538	0.0384615	BT
chr16	44434	2	32	0.9375	0.0625	BT
chr16	51883	2	26	0	1	BT
chr16	51884	2	26	0	1	BT
chr16	72245	2	24	0	1	BT
chr16	74744	2	26	0	1	BT
chr16	76723	2	24	0.416667	0.583333	BT
chr16	76746	2	24	0.416667	0.583333	BT
chr16	78172	2	32	0.125	0.875	BT
chr16	78197	2	24	0.708333	0.291667	BT
chr16	84223	2	26	0.0384615	0.961538	BT
chr16	89350	2	24	0.875	0.125	BT
chr16	89649	2	32	0.34375	0.65625	BT
chr16	89650	2	32	0.34375	0.65625	BT
chr16	89793	2	32	0.25	0.75	BT
chr16	98248	2	30	0.466667	0.533333	BT
chr16	98253	2	30	0.6	0.4	BT
chr16	101529	2	24	1	0	BT
chr16	105740	2	26	0.692308	0.307692	BT
chr16	105779	2	30	0.766667	0.233333	BT
chr16	117277	2	32	0	1	BT
chr16	130886	2	28	0	1	BT
chr16	142852	2	26	0.730769	0.269231	BT
chr16	142881	2	26	0	1	BT
chr16	154830	2	24	0.166667	0.833333	BT
chr17	1101	2	32	0.875	0.125	BT
chr17	3797	2	22	0.909091	0.0909091	BT
chr17	5349	2	30	0.8	0.2	BT
chr17	7658	2	32	0.40625	0.59375	BT
chr17	7659	2	32	0.40625	0.59375	BT
chr17	7665	2	30	0.366667	0.633333	BT
chr17	39883	2	26	1	0	BT
chr17	39929	2	28	0.428571	0.571429	BT
chr17	40216	2	30	0	1	BT
chr17	40218	2	30	0	1	BT
chr17	40219	2	30	0	1	BT
chr17	64762	2	30	0.633333	0.366667	BT
chr17	65156	2	32	0	1	BT
chr17	70685	2	26	0.538462	0.461538	BT
chr17	71743	2	32	0.1875	0.8125	BT
chr17	71858	2	26	1	0	BT
chr17	74010	2	32	0.5	0.5	BT
chr17	81954	2	26	0	1	BT
chr17	91393	2	32	0.40625	0.59375	BT
chr17	103099	2	26	0.423077	0.576923	BT
chr17	105492	2	32	0	1	BT
chr17	109629	2	26	1	0	BT
chr17	110691	2	30	0.133333	0.866667	BT
chr17	131448	2	30	0.0333333	0.966667	BT
chr17	133639	2	30	1	0	BT
chr17	136361	2	32	0.0625	0.9375	BT
chr17	139759	2	30	0	1	BT
chr17	139924	2	32	0.0625	0.9375	BT
chr17	145156	2	32	0.4375	0.5625	BT
chr17	145157	2	32	0.4375	0.5625	BT
chr17	145163	2	32	0.78125	0.21875	BT
chr17	147704	2	32	0.125	0.875	BT
chr18	23129	2	26	0.846154	0.153846	BT
chr18	23130	2	26	0.692308	0.307692	BT
chr18	25747	2	32	0.53125	0.46875	BT
chr18	31172	2	30	0.366667	0.633333	BT
chr18	31688	2	28	1	0	BT
chr18	33773	2	22	0	1	BT
chr18	33776	2	22	0	1	BT
chr18	45651	2	28	0.214286	0.785714	BT
chr18	45660	2	28	0.25	0.75	BT
chr18	78312	2	24	0	1	BT
chr18	98898	2	28	0.321429	0.678571	BT
chr18	113822	2	30	0.133333	0.866667	BT
chr18	125287	2	32	0	1	BT
chr18	129067	2	26	0.5	0.5	BT
chr18	132390	2	20	0.5	0.5	BT
chr18	139004	2	28	0.464286	0.535714	BT
chr18	147390	2	30	0.266667	0.733333	BT
chr18	148367	2	28	0.642857	0.357143	BT
chr18	149302	2	28	0.357143	0.642857	BT
chr18	151768	2	30	0	1	BT
chr18	155048	2	28	0	1	BT
chr19	2948	2	32	0	1	BT
chr19	5764	2	30	0.733333	0.266667	BT
chr19	5790	2	30	1	0	BT
chr19	15388	2	26	0.346154	0.653846	BT
chr19	16744	2	28	0.428571	0.571429	BT
chr19	16745	2	28	0.321429	0.678571	BT
chr19	16750	2	30	0.8	0.2	BT
chr19	25751	2	30	0	1	BT
chr19	27523	2	32	0.28125	0.71875	BT
chr19	27964	2	30	0.0666667	0.933333	BT
chr19	43409	2	28	0.0714286	0.928571	BT
chr19	53610	2	28	0.392857	0.607143	BT
chr19	58553	2	28	0.321429	0.678571	BT
chr19	73052	2	26	0.0769231	0.923077	BT
chr19	74279	2	30	0.866667	0.133333	BT
chr19	74288	2	30	0.466667	0.533333	BT
chr19	85349	2	32	0.03125	0.96875	BT
chr19	86358	2	26	0.576923	0.423077	BT
chr19	86362	2	26	0.615385	0.384615	BT
chr19	90477	2	30	0.3	0.7	BT
chr19	109141	2	30	0.166667	0.833333	BT
chr19	109143	2	30	0.166667	0.833333	BT
chr19	109146	2	30	0.166667	0.833333	BT
chr19	109148	2	30	0.166667	0.833333	BT
chr19	112899	2	32	0.90625	0.09375	BT
chr19	112912	2	32	0.25	0.75	BT
chr19	116766	2	30	0.366667	0.633333	BT
chr19	119743	2	30	0.366667	0.633333	BT
chr19	119849	2	32	0	1	BT
chr19	123122	2	30	0.1	0.9	BT
chr19	123153	2	30	0.2	0.8	BT
chr19	127358	2	32	0.71875	0.28125	BT
chr19	127363	2	32	0.6875	0.3125	BT
chr19	137912	2	32	0.375	0.625	BT
chr19	142498	2	26	0.269231	0.730769	BT
chr19	142514	2	26	0.769231	0.230769	BT
chr19	142945	2	30	0.233333	0.766667	BT
chr19	143472	2	32	0.3125	0.6875	BT
chr19	147546	2	32	1	0	BT
chr20	2424	2	32	1	0	BT
chr20	22980	2	32	0.25	0.75	BT
chr20	23153	2	28	0.0357143	0.964286	BT
chr20	36138	2	28	0.535714	0.464286	BT
chr20	36822	2	28	1	0	BT
chr20	37681	2	30	0.433333	0.566667	BT
chr20	37683	2	30	0.433333	0.566667	BT
chr20	37685	2	30	0.433333	0.566667	BT
chr20	43965	2	22	0.818182	0.181818	BT
chr20	53072	2	32	1	0	BT
chr20	53074	2	32	1	0	BT
chr20	53081	2	32	0	1	BT
chr20	72352	2	18	0	1	BT
chr20	74886	2	30	0.1	0.9	BT
chr20	74887	2	30	0.1	0.9	BT
chr20	77958	2	32	0.5	0.5	BT
chr20	78909	2	24	0.0416667	0.958333	BT
chr20	80574	2	30	0.2	0.8	BT
chr20	80578	2	30	0.2	0.8	BT
chr20	80579	2	30	0.2	0.8	BT
chr20	87987	2	30	0.0666667	0.933333	BT
chr20	87990	2	30	0.1	0.9	BT
chr20	88076	2	30	0	1	BT
chr20	97676	2	26	1	0	BT
chr20	105379	2	30	0.166667	0.833333	BT
chr20	108969	2	20	0.2	0.8	BT
chr20	111571	2	28	0.25	0.75	BT
chr20	111644	2	28	0	1	BT
chr20	120396	2	20	0.55	0.45	BT
chr20	123872	2	30	0	1	BT
chr20	127413	2	32	0.21875	0.78125	BT
chr20	127414	2	32	0	1	BT
chr20	135531	2	24	0.375	0.625	BT
chr20	141382	2	32	0.125	0.875	BT
chr20	141383	2	32	0	1	BT
chr20	146238	2	30	0.433333	0.566667	BT
chr20	146561	2	32	0.3125	0.6875	BT
chr20	146572	2	32	1	0	BT
chr20	146586	2	32	0.0625	0.9375	BT
chr20	148244	2	32	0.9375	0.0625	BT
chr20	148245	2	32	0.3125	0.6875	BT
chr20	149648	2	30	0.433333	0.566667	BT
chr20	149878	2	24	0.0833333	0.916667	BT
chr21	3068	2	28	0.964286	0.0357143	BT
chr21	11549	2	24	0	1	BT
chr21	18602	2	32	0.1875	0.8125	BT
chr21	18607	2	32	0.90625	0.09375	BT
chr21	24162	2	24	1	0	BT
chr21	24163	2	24	0.333333	0.666667	BT
chr21	26054	2	24	1	0	BT
chr21	36961	2	32	0.25	0.75	BT
chr21	44882	2	32	0.0625	0.9375	BT
chr21	47708	2	30	0.233333	0.766667	BT
chr21	52048	2	30	0.266667	0.733333	BT
chr21	52059	2	26	0.115385	0.884615	BT
chr21	52065	2	26	0.115385	0.884615	BT
chr21	52066	2	26	0.115385	0.884615	BT
chr21	62430	2	28	0.321429	0.678571	BT
chr21	69680	2	28	1	0	BT
chr21	75823	2	28	0.571429	0.428571	BT
chr21	77788	2	30	0.466667	0.533333	BT
chr21	83537	2	18	1	0	BT
chr21	83999	2	28	0.357143	0.642857	BT
chr21	88090	2	32	0.375	0.625	BT
chr21	99942	2	32	0.28125	0.71875	BT
chr21	108163	2	24	0.583333	0.416667	BT
chr21	108178	2	24	0.791667	0.208333	BT
chr21	121253	2	32	0.46875	0.53125	BT
chr21	121257	2	32	0.8125	0.1875	BT
chr21	121279	2	32	0.625	0.375	BT
chr21	124751	2	32	0.5625	0.4375	BT
chr21	124766	2	32	0.4375	0.5625	BT
chr21	124770	2	32	0.90625	0.09375	BT
chr21	124988	2	30	0.0333333	0.966667	BT
chr21	127857	2	20	0.75	0.25	BT
chr21	144120	2	24	0.0833333	0.916667	BT
chr22	10704	2	30	0	1	BT
chr22	13921	2	32	0.09375	0.90625	BT
chr22	24260	2	30	0	1	BT
chr22	29807	2	30	0.433333	0.566667	BT
chr22	33687	2	32	0	1	BT
chr22	49438	2	32	0.21875	0.78125	BT
chr22	50984	2	28	0.357143	0.642857	BT
chr22	54437	2	32	0.15625	0.84375	BT
chr22	54443	2	32	0.84375	0.15625	BT
chr22	57789	2	28	0.107143	0.892857	BT
chr22	57792	2	28	0.107143	0.892857	BT
chr22	58160	2	28	0.857143	0.142857	BT
chr22	63544	2	32	1	0	BT
chr22	67741	2	32	0.125	0.875	BT
chr22	79931	2	30	0	1	BT
chr22	84138	2	30	0.3	0.7	BT
chr22	84141	2	30	0.3	0.7	BT
chr22	88269	2	22	0.318182	0.681818	BT
chr22	97916	2	20	0.15	0.85	BT
chr22	100109	2	32	0.15625	0.84375	BT
chr22	100877	2	26	0.192308	0.807692	BT
chr22	113452	2	28	0.107143	0.892857	BT
chr22	128419	2	30	0.0666667	0.933333	BT
chr22	131372	2	26	0.307692	0.692308	BT
chr22	133567	2	30	0.333333	0.666667	BT
chr22	133568	2	30	0.866667	0.133333	BT
chr22	153785	2	30	0.2	0.8	BT
chr23	2539	2	28	0	1	BT
chr23	5898	2	32	0	1	BT
chr23	19090	2	32	0.90625	0.09375	BT
chr23	19111	2	32	0.625	0.375	BT
chr23	21015	2	16	0	1	BT
chr23	22345	2	30	0.233333	0.766667	BT
chr23	34026	2	24	0	1	BT
chr23	52169	2	32	1	0	BT
chr23	52190	2	32	0	1	BT
chr23	52193	2	32	1	0	BT
chr23	63607	2	20	0.35	0.65	BT
chr23	70408	2	24	0.0416667	0.958333	BT
chr23	70412	2	24	0.0416667	0.958333	BT
chr23	70414	2	24	0.0416667	0.958333	BT
chr23	70427	2	32	0.53125	0.46875	BT
chr23	75315	2	28	0	1	BT
chr23	80237	2	30	1	0	BT
chr23	80242	2	30	0	1	BT
chr23	82357	2	30	0	1	BT
chr23	83459	2	26	0.192308	0.807692	BT
chr23	93213	2	28	0.321429	0.678571	BT
chr23	100542	2	22	0.181818	0.818182	BT
chr23	117629	2	30	0	1	BT
chr23	127831	2	30	0	1	BT
chr23	136577	2	24	1	0	BT
chr23	136668	2	26	0.269231	0.730769	BT
chr23	138994	2	30	0.266667	0.733333	BT
chr24	3799	2	24	1	0	BT
chr24	3810	2	24	0.458333	0.541667	BT
chr24	13763	2	30	0.566667	0.433333	BT
chr24	15846	2	30	0.133333	0.866667	BT
chr24	15870	2	30	1	0	BT
chr24	26090	2	26	0.153846	0.846154	BT
chr24	27944	2	32	0.0625	0.9375	BT
chr24	38203	2	32	0.15625	0.84375	BT
chr24	38454	2	32	0.59375	0.40625	BT
chr24	39822	2	32	0.21875	0.78125	BT
chr24	59296	2	32	0.9375	0.0625	BT
chr24	59302	2	32	0.78125	0.21875	BT
chr24	59324	2	32	0.34375	0.65625	BT
chr24	62499	2	24	0.375	0.625	BT
chr24	63099	2	30	1	0	BT
chr24	63103	2	30	0.166667	0.833333	BT
chr24	76172	2	32	0.125	0.875	BT
chr24	80214	2	28	0.0357143	0.964286	BT
chr24	80217	2	28	0.0357143	0.964286	BT
chr24	80220	2	28	0	1	BT
chr24	87993	2	24	0.333333	0.666667	BT
chr24	92654	2	30	1	0	BT
chr24	101977	2	32	0.09375	0.90625	BT
chr24	134109	2	30	0.166667	0.833333	BT
chr24	134111	2	30	0.1	0.9	BT
chr24	145372	2	26	0.307692	0.692308	BT
chr25	3321	2	28	0.107143	0.892857	BT
chr25	6382	2	28	0.75	0.25	BT
chr25	17324	2	32	0.625	0.375	BT
chr25	17334	2	32	0.6875	0.3125	BT
chr25	17347	2	32	0.75	0.25	BT
chr25	17348	2	32	1	0	BT
chr25	35362	2	30	0.0666667	0.933333	BT
chr25	41981	2	30	0	1	BT
chr25	41982	2	30	0	1	BT
chr25	42851	2	32	0	1	BT
chr25	60383	2	26	0	1	BT
chr25	60384	2	26	0.192308	0.807692	BT
chr25	63768	2	24	0.208333	0.791667	BT
chr25	76074	2	32	0.34375	0.65625	BT
chr25	76101	2	32	0.71875	0.28125	BT
chr25	86874	2	32	0.8125	0.1875	BT
chr25	86879	2	32	0.125	0.875	BT
chr25	86901	2	32	1	0	BT
chr25	97081	2	26	0.307692	0.692308	BT
chr25	106890	2	32	0.65625	0.34375	BT
chr25	106902	2	32	0.65625	0.34375	BT
chr25	106909	2	32	0.71875	0.28125	BT
chr25	120376	2	30	0.0333333	0.966667	BT
chr25	120378	2	30	0.0333333	0.966667	BT
chr25	120380	2	30	0.0333333	0.966667	BT
chr25	123235	2	26	0.0769231	0.923077	BT
chr25	123237	2	26	0.153846	0.846154	BT
chr25	124480	2	28	0.25	0.75	BT
chr26	3789	2	30	0.0666667	0.933333	BT
chr26	10064	2	32	0.125	0.875	BT
chr26	29563	2	28	0.142857	0.857143	BT
chr26	30725	2	30	0	1	BT
chr26	32154	2	24	0.166667	0.833333	BT
chr26	44666	2	26	0	1	BT
chr26	56956	2	32	0	1	BT
chr26	56973	2	32	1	0	BT
chr26	61622	2	32	0.0625	0.9375	BT
chr26	68840	2	32	1	0	BT
chr26	75893	2	26	0.0384615	0.961538	BT
chr26	76958	2	32	0.125	0.875	BT
chr26	87994	2	30	0.0666667	0.933333	BT
chr26	100960	2	32	1	0	BT
chr26	101487	2	32	0.03125	0.96875	BT
chr26	104849	2	32	0.84375	0.15625	BT
chr26	107306	2	30	0.9	0.1	BT
chr26	107313	2	24	0.208333	0.791667	BT
chr26	113860	2	32	0.09375	0.90625	BT
chr26	121073	2	26	0.538462	0.461538	BT
chr26	125154	2	30	0.1	0.9	BT
chr26	126801	2	26	0.846154	0.153846	BT
chr26	126804	2	26	0.115385	0.884615	BT
chr26	130629	2	24	0.125	0.875	BT
chr27	7025	2	32	0.15625	0.84375	BT
chr27	7031	2	32	0.40625	0.59375	BT
chr27	12619	2	32	0.625	0.375	BT
chr27	12628	2	32	0.375	0.625	BT
chr27	23695	2	30	0.0666667	0.933333	BT
chr27	24130	2	28	0.0714286	0.928571	BT
chr27	35380	2	28	0.142857	0.857143	BT
chr27	35384	2	28	0.178571	0.821429	BT
chr27	48466	2	30	1	0	BT
chr27	48468	2	30	0.133333	0.866667	BT
chr27	62321	2	30	1	0	BT
chr27	62323	2	30	0	1	BT
chr27	66175	2	32	0.3125	0.6875	BT
chr27	66180	2	32	0.8125	0.1875	BT
chr27	76614	2	28	0.142857	0.857143	BT
chr27	78256	2	26	0.115385	0.884615	BT
chr27	79551	2	32	0.03125	0.96875	BT
chr27	81246	2	32	0.09375	0.90625	BT
chr27	90076	2	32	0	1	BT
chr27	90080	2	32	0.5625	0.4375	BT
chr27	91804	2	32	0.09375	0.90625	BT
chr27	91811	2	32	0.09375	0.90625	BT
chr27	100811	2	28	0.142857	0.857143	BT
chr27	104152	2	26	0.0384615	0.961538	BT
chr27	104179	2	26	0.0769231	0.923077	BT
chr27	109509	2	30	0.0666667	0.933333	BT
chr27	109556	2	28	0.0357143	0.964286	BT
chr27	109560	2	28	0.0357143	0.964286	BT
chr27	115974	2	28	0.0357143	0.964286	BT
chr27	118198	2	28	0.0357143	0.964286	BT
chr27	121436	2	32	0.875	0.125	BT
chr27	121440	2	32	0.09375	0.90625	BT
chr27	127646	2	28	0.0714286	0.928571	BT
chr27	131142	2	22	0	1	BT
chr27	137548	2	30	0.0666667	0.933333	BT
chr28	8400	2	32	0	1	BT
chr28	9853	2	26	0	1	BT
chr28	12598	2	30	0.0333333	0.966667	BT
chr28	13331	2	32	0.125	0.875	BT
chr28	14128	2	30	0.0333333	0.966667	BT
chr28	16399	2	32	0.6875	0.3125	BT
chr28	16766	2	32	0.90625	0.09375	BT
chr28	20480	2	30	0.766667	0.233333	BT
chr28	30573	2	26	0.0384615	0.961538	BT
chr28	32659	2	32	0.15625	0.84375	BT
chr28	32682	2	32	0.84375	0.15625	BT
chr28	33744	2	30	0.1	0.9	BT
chr28	34226	2	32	0	1	BT
chr28	35610	2	26	0.0769231	0.923077	BT
chr28	39717	2	28	0	1	BT
chr28	43180	2	30	0	1	BT
chr28	47371	2	30	0.0333333	0.966667	BT
chr28	58193	2	20	0	1	BT
chr28	67065	2	28	0.142857	0.857143	BT
chr28	67764	2	32	0.65625	0.34375	BT
chr28	67769	2	32	0.84375	0.15625	BT
chr28	67782	2	32	0.65625	0.34375	BT
chr28	67944	2	30	0.0333333	0.966667	BT
chr28	74743	2	32	0	1	BT
chr28	74746	2	32	0	1	BT
chr28	83575	2	32	1	0	BT
chr28	83585	2	32	0.25	0.75	BT
chr28	83588	2	32	0.125	0.875	BT
chr28	97055	2	28	0.857143	0.142857	BT
chr28	99163	2	28	0.178571	0.821429	BT
chr28	102315	2	30	0	1	BT
chr28	103093	2	32	0	1	BT
chr28	103098	2	32	0.96875	0.03125	BT
chr28	104792	2	30	0.1	0.9	BT
chr28	104794	2	30	1	0	BT
chr28	104829	2	30	0.0333333	0.966667	BT
chr28	105597	2	32	1	0	BT
chr28	107934	2	28	0.0357143	0.964286	BT
chr28	109905	2	32	0	1	BT
chr28	115838	2	32	0.21875	0.78125	BT
chr28	118158	2	20	0.1	0.9	BT
chr28	122431	2	30	0	1	BT
chr28	137682	2	24	0.0416667	0.958333	BT
chr28	142787	2	32	0	1	BT
chr28	151809	2	30	0.4	0.6	BT
chr28	155524	2	28	0	1	BT
chr29	4354	2	30	0.1	0.9	BT
chr29	13647	2	30	0.533333	0.466667	BT
chr29	13672	2	30	0.566667	0.433333	BT
chr29	19028	2	32	0	1	BT
chr29	19415	2	30	0.0333333	0.966667	BT
chr29	20670	2	32	0.125	0.875	BT
chr29	25701	2	32	1	0	BT
chr29	25767	2	30	0	1	BT
chr29	28917	2	24	0	1	BT
chr29	29042	2	30	0.0333333	0.966667	BT
chr29	30734	2	32	0	1	BT
chr29	30736	2	32	0	1	BT
chr29	31434	2	32	0.1875	0.8125	BT
chr29	33168	2	32	1	0	BT
chr29	33181	2	32	0.53125	0.46875	BT
chr29	33187	2	32	0.1875	0.8125	BT
chr29	33887	2	26	0.0769231	0.923077	BT
chr29	44416	2	24	0.0416667	0.958333	BT
chr29	46099	2	30	0.633333	0.366667	BT
chr29	52337	2	22	0.0454545	0.954545	BT
chr29	59591	2	32	0.09375	0.90625	BT
chr29	63278	2	24	0.125	0.875	BT
chr29	74315	2	32	0.9375	0.0625	BT
chr29	77346	2	26	0.0384615	0.961538	BT
chr29	79413	2	26	0.115385	0.884615	BT
chr29	86037	2	28	0	1	BT
chr29	86615	2	32	0	1	BT
chr29	88145	2	28	0	1	BT
chr29	88947	2	22	0.409091	0.590909	BT
chr29	88954	2	14	0.142857	0.857143	BT
chr29	89711	2	22	0.0454545	0.954545	BT
chr29	93858	2	26	0	1	BT
chr29	94545	2	26	0.0384615	0.961538	BT
chr29	94748	2	32	0.15625	0.84375	BT
chr29	96124	2	32	0	1	BT
chr29	96283	2	30	0.0333333	0.966667	BT
chr29	101437	2	30	0.0333333	0.966667	BT
chr29	103562	2	28	0.0357143	0.964286	BT
chr29	105364	2	32	0.0625	0.9375	BT
chr29	106678	2	30	0	1	BT
chr29	120102	2	28	0	1	BT
chr29	120930	2	28	0.0714286	0.928571	BT
chr29	120934	2	28	0.0714286	0.928571	BT
chr29	120935	2	28	0.0714286	0.928571	BT
chr29	123173	2	24	0.708333	0.291667	BT
chr29	123175	2	24	0.291667	0.708333	BT
chr29	125721	2	26	0	1	BT
chr29	125752	2	28	0.571429	0.428571	BT
chr29	125781	2	28	0	1	BT
chr29	127856	2	32	0.71875	0.28125	BT
chr29	127861	2	32	0.59375	0.40625	BT
chr29	127867	2	32	0.5	0.5	BT
chr29	132954	2	22	0	1	BT
chr29	136409	2	22	0	1	BT
chr29	136410	2	22	0	1	BT
chr29	139722	2	28	0	1	BT
chr29	143241	2	28	1	0	BT
chr29	155380	2	30	0.1	0.9	BT
chr30	389	2	28	0	1	BT
chr30	2658	2	30	0	1	BT
chr30	3040	2	32	1	0	BT
chr30	3056	2	32	0	1	BT
chr30	6706	2	30	0.633333	0.366667	BT
chr30	6714	2	30	0.4	0.6	BT
chr30	12693	2	28	0.142857	0.857143	BT
chr30	12827	2	30	0.0333333	0.966667	BT
chr30	14484	2	30	0	1	BT
chr30	18055	2	32	1	0	BT
chr30	19494	2	26	0.0384615	0.961538	BT
chr30	27114	2	26	0	1	BT
chr30	27401	2	26	0.653846	0.346154	BT
chr30	27426	2	26	0.346154	0.653846	BT
chr30	27430	2	26	1	0	BT
chr30	31578	2	32	0	1	BT
chr30	33187	2	32	0	1	BT
chr30	35658	2	30	0.0666667	0.933333	BT
chr30	38574	2	30	0	1	BT
chr30	42907	2	32	0	1	BT
chr30	44182	2	22	0.0909091	0.909091	BT
chr30	49977	2	30	0.0333333	0.966667	BT
chr30	65549	2	30	0	1	BT
chr30	72219	2	30	0.9	0.1	BT
chr30	72227	2	30	0.866667	0.133333	BT
chr30	73217	2	30	0	1	BT
chr30	75236	2	32	0	1	BT
chr30	82306	2	32	0.0625	0.9375	BT
chr30	82308	2	32	0.40625	0.59375	BT
chr30	88013	2	30	0.0666667	0.933333	BT
chr30	89146	2	20	0	1	BT
chr30	99150	2	26	0	1	BT
chr30	100539	2	32	0.03125	0.96875	BT
chr30	104263	2	30	0	1	BT
chr30	104429	2	32	0.125	0.875	BT
chr30	104432	2	32	0.46875	0.53125	BT
chr30	105492	2	32	0.03125	0.96875	BT
chr30	118400	2	30	0	1	BT
chr30	124975	2	30	0.0666667	0.933333	BT
chr30	125273	2	32	0.15625	0.84375	BT
chr30	125276	2	32	0.75	0.25	BT
chr30	135421	2	32	0.5625	0.4375	BT
chr30	136556	2	32	0.03125	0.96875	BT
chr30	137046	2	30	0	1	BT
chr30	142642	2	26	0	1	BT
chr30	142909	2	30	0.0666667	0.933333	BT
chr1	750	2	20	0.6	0.4	GV
chr1	802	2	20	1	0	GV
chr1	855	2	20	1	0	GV
chr1	874	2	20	1	0	GV
chr1	1626	2	20	1	0	GV
chr1	1641	2	20	0.65	0.35	GV
chr1	1647	2	20	1	0	GV
chr1	1738	2	20	1	0	GV
chr1	1739	2	20	0.75	0.25	GV
chr1	1740	2	20	1	0	GV
chr1	2325	2	20	1	0	GV
chr1	2329	2	20	0.9	0.1	GV
chr1	2343	2	20	0.9	0.1	GV
chr1	2394	2	20	0.7	0.3	GV
chr1	2396	2	20	1	0	GV
chr1	2431	2	20	1	0	GV
chr1	2488	2	20	1	0	GV
chr1	2531	2	20	1	0	GV
chr1	2572	2	20	1	0	GV
chr1	2778	2	20	1	0	GV
chr1	2922	2	18	0.666667	0.333333	GV
chr1	2926	2	18	1	0	GV
chr1	2936	2	18	1	0	GV
chr1	2958	2	20	1	0	GV
chr1	2972	2	20	0.95	0.05	GV
chr1	2999	2	20	1	0	GV
chr1	3080	2	20	1	0	GV
chr1	3423	2	20	0.75	0.25	GV
chr1	3605	2	20	1	0	GV
chr1	3609	2	20	0.7	0.3	GV
chr1	3703	2	20	0.75	0.25	GV
chr1	4089	2	20	1	0	GV
chr1	4159	2	20	0.9	0.1	GV
chr1	4268	2	20	0.65	0.35	GV
chr1	4325	2	20	1	0	GV
chr1	4341	2	20	1	0	GV
chr1	4417	2	20	0.95	0.05	GV
chr1	4520	2	20	1	0	GV
